week,team,opponent,hypothetical rating,error
8,Duke,North Carolina,18.0,41.67
9,Duke,Miami (FL),19.0,38.31
4,Duke,North Carolina A&T,19.0,6.68
3,Duke,Northwestern,19.0,0.3
2,Duke,Temple,19.0,13.35
6,Duke,Virginia,19.0,6.39
7,Duke,Georgia Tech,19.0,67.42
5,Duke,Kansas,19.0,12.7
8,Duke,North Carolina,19.0,47.39
9,Duke,Miami (FL),20.0,33.08
4,Duke,North Carolina A&T,20.0,4.96
3,Duke,Northwestern,20.0,0.02
2,Duke,Temple,20.0,10.55
6,Duke,Virginia,20.0,4.45
7,Duke,Georgia Tech,20.0,74.55
5,Duke,Kansas,20.0,15.83
8,Duke,North Carolina,20.0,53.49
9,Duke,Miami (FL),21.0,28.23
4,Duke,North Carolina A&T,21.0,3.5
3,Duke,Northwestern,21.0,0.07
2,Duke,Temple,21.0,8.07
6,Duke,Virginia,21.0,2.86
7,Duke,Georgia Tech,21.0,82.03
5,Duke,Kansas,21.0,19.3
8,Duke,North Carolina,21.0,59.95
9,Duke,Miami (FL),22.0,23.77
4,Duke,North Carolina A&T,22.0,2.3
3,Duke,Northwestern,22.0,0.46
2,Duke,Temple,22.0,5.93
6,Duke,Virginia,22.0,1.62
7,Duke,Georgia Tech,22.0,89.88
5,Duke,Kansas,22.0,23.11
8,Duke,North Carolina,22.0,66.78
9,Duke,Miami (FL),23.0,19.69
4,Duke,North Carolina A&T,23.0,1.34
3,Duke,Northwestern,23.0,1.18
2,Duke,Temple,23.0,4.12
6,Duke,Virginia,23.0,0.73
7,Duke,Georgia Tech,23.0,98.08
5,Duke,Kansas,23.0,27.27
8,Duke,North Carolina,23.0,73.98
9,Duke,Miami (FL),24.0,15.99
4,Duke,North Carolina A&T,24.0,0.64
3,Duke,Northwestern,24.0,2.24
2,Duke,Temple,24.0,2.63
6,Duke,Virginia,24.0,0.19
7,Duke,Georgia Tech,24.0,106.63
5,Duke,Kansas,24.0,31.77
8,Duke,North Carolina,24.0,81.55
9,Duke,Miami (FL),25.0,12.68
4,Duke,North Carolina A&T,25.0,0.2
3,Duke,Northwestern,25.0,3.63
2,Duke,Temple,25.0,1.48
6,Duke,Virginia,25.0,0.0
7,Duke,Georgia Tech,25.0,115.55
5,Duke,Kansas,25.0,36.62
8,Duke,North Carolina,25.0,89.48
4,Eastern Michigan,Arizona State,-11.0,130.94
9,Eastern Michigan,Ball State,-11.0,34.9
2,Eastern Michigan,Eastern Kentucky,-11.0,20.92
6,Eastern Michigan,Massachusetts,-11.0,3.65
7,Eastern Michigan,Western Michigan,-11.0,166.83
5,Eastern Michigan,Buffalo,-11.0,5.77
3,Eastern Michigan,Louisiana,-11.0,8.36
8,Eastern Michigan,Northern Illinois,-11.0,30.31
10,Eastern Michigan,Toledo,-11.0,29.98
4,Eastern Michigan,Arizona State,-10.0,121.56
9,Eastern Michigan,Ball State,-10.0,29.84
2,Eastern Michigan,Eastern Kentucky,-10.0,17.67
6,Eastern Michigan,Massachusetts,-10.0,2.21
7,Eastern Michigan,Western Michigan,-10.0,155.92
5,Eastern Michigan,Buffalo,-10.0,7.97
3,Eastern Michigan,Louisiana,-10.0,10.93
8,Eastern Michigan,Northern Illinois,-10.0,35.3
10,Eastern Michigan,Toledo,-10.0,25.08
4,Eastern Michigan,Arizona State,-9.0,112.52
9,Eastern Michigan,Ball State,-9.0,25.18
2,Eastern Michigan,Eastern Kentucky,-9.0,14.7
6,Eastern Michigan,Massachusetts,-9.0,1.13
7,Eastern Michigan,Western Michigan,-9.0,145.38
5,Eastern Michigan,Buffalo,-9.0,10.52
3,Eastern Michigan,Louisiana,-9.0,13.84
8,Eastern Michigan,Northern Illinois,-9.0,40.67
10,Eastern Michigan,Toledo,-9.0,20.62
4,Eastern Michigan,Arizona State,-8.0,103.83
9,Eastern Michigan,Ball State,-8.0,20.92
2,Eastern Michigan,Eastern Kentucky,-8.0,12.0
